Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
TY the Tasmanian Tiger™ 4: Bush Rescue Returns™,Nintendo Switch,E10+,Fantasy Violence,No Interactive Elements,"This is an action platformer in which players assume the role of an animal protagonist (Ty) performing various tasks for Australian Outback locals. From a 2D side-scrolling perspective, players traverse environments, collect items/hidden treasure, avoid hazards/obstacles, and use boomerangs to defeat enemies (e.g., lizards, birds, giant insects). Enemies use cartoony weapons (e.g., mines, flamethrowers, missiles, over-sized guns) to attack Ty. Combat is highlighted by flame-like effects/explosions, impact sounds, and cries of pain. Some game modes prompt players to defeat hordes of enemies in fast-paced combat."
Leo: The Firefighter Cat,"PlayStation 5, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is an adventure platformer in which players assume the role of a firefighting cat. From a third-person perspective, players complete rescue missions and battle various enemies (e.g., fire spirits, toxic spirits). Players use fire hoses, axes, and special abilities to attack enemies. In one helicopter sequence, players shoot slime enemies on a cruise ship below. Battles are highlighted by colorful light effects, impact sounds, and dwindling health bars."
SunnySide,PlayStation 5,T,"Fantasy Violence,Language,Mild Suggestive Themes,Use of Alcohol and Tobacco",No Interactive Elements,"This is a role-playing simulation game in which players build a new life in the Japanese countryside. Players can build a homestead, cultivate resources/products, and establish relationships with various locals. Some expeditions trigger turn-based fights with impish creatures; players take turns using small projectiles or elemental attacks (e.g., bursts of flame, flares, ice attacks) to deplete opponents'' health bars. The game allows players to form romantic relationships with other characters (e.g., dates, outings); the dialogue can be somewhat suggestive (e.g., “I want dramatic, sexy adventures...I want unreasonable displays of affection”; “...[S]ince we''re both super hot…maybe we can go back to your place after this.” During the course of the game, players'' character can combine ingredients to brew beer and can sell it to local establishments; players'' character can also purchase and consume beer, wine, and cocktails. One character is often depicted with a cigarette in his mouth. The words “sh*t” and “a*shole” appear in the game."
The Smurfs - Village Party,"PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an adventure party game in which players assume the role of a Smurf helping Papa Smurf throw a party. Players engage in various mini-games (e.g., collecting presents, stacking dishes), a handful of which may depict mild violence: characters shoving or using sticks to hit opponents--damage is indicated by stun effects and “dizzy stars.” Other mini-games require players to defeat a boss character by using crossbows and/or slingshots with targeting crosshairs."
White Day 2: The Flower That Tells Lies - Complete Edition,PlayStation 5,M,"Blood and Gore,Violence",No Interactive Elements,"This is a survival horror game in which players follow the story of four characters investigating a haunted high school. From a first-person perspective, players complete puzzles, collect items, and explore the school while advancing the story. Players can encounter ghosts and fantastical mannequins that can startle (e.g., jump scares) and chase down characters. Players must avoid enemies (e.g., officers, security) that chase down players and attack them using bats, clubs, and cleavers. Cutscenes depict additional acts of violence: a child strangling a woman; a possessed character using a piece of glass to cut her own throat (obscured by camera movement); a student falling to her death. Blood-splatter effects briefly appear on players'' screen as they are hit; in some environments, large blood stains appear near corpses. Some areas depict severed arms; gallery images can depict ghosts with exposed entrails."
The Elder Scrolls Online Collection: Gold Road,"Macintosh, Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Sexual Themes,Strong Language",No Interactive Elements,"This is a visual novel in which players follow the story of a delivery man who works on his schedule and habits in order to start a relationship. As players progress through the story, they make dialogue/action choices that influence the narrative. Some still-images depict female characters in revealing outfits (e.g., deep cleavage, wet clothing that appears transparent) and/or in suggestive poses, with occasional camera zooms on characters'' chests. The game contains some suggestive/sexual references in the dialogue (e.g., “These amazing melons…clearly visible through a thin, wet shirt”; “This is as good as sex”; “The bed where we made love was stained with blood""; ""That little man there has been standing tall for a while”; “So what if impotence happens tonight?”). The word “f**k” appears in the game."
RKGK / Rakugaki,Windows PC,T,"Fantasy Violence,Mild Language",No Interactive Elements,"This is an adventure platformer in which players assume the role of a graffiti artist trying to save a city from an evil corporation''s control. From a third-person perspective, players run and jump around the city while using paint/art to light up environments and save citizens. Players can dispatch robot enemies or turrets by using dash attacks. During boss battles, players must evade projectiles, explosions, and lasers; bosses are defeated via players'' spray-painting attacks. The words “pr*ck” and “a*s” appear in the game."
Hidden Objects 6: Shopping Clutter,"PlayStation 5, Nintendo Switch",E,"Alcohol Reference,Mild Blood",No Interactive Elements,"This is a collection of hidden-object puzzle games set in the fictional town of Animalville. Players complete slide puzzles and matching challenges while helping an animal family through story chapters. Some scenes contain Halloween or Dracula-themed imagery, including bloodstained goblets and/or knives. A handful of scenes depict frothy mugs of beer, among dozens of other objects and items."
Food Fight,ATARI 7800,E,No Descriptors,No Interactive Elements,"This is an arcade game in which players assume the role of a boy attempting to eat an ice cream cone before it melts. Players can collect various food items (e.g., bananas, cupcakes, tomatoes) to toss while avoiding roaming chefs."
Ninja Golf,ATARI 7800,E,Mild Fantasy Violence,No Interactive Elements,"This is an arcade action game in which players assume the role of a ninja on a golfing course. From a side-scrolling perspective, players hit the ball, run to the next location, and defend themselves against enemies (e.g., ninjas, snakes, sharks). Players can punch, kick, and throw shuriken at pixelated enemies; defeated characters generally disappear into puffs of smoke."
The Last Faith,"PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Blood and Gore,Partial Nudity,Violence",No Interactive Elements,"This is a 2D action platformer in which players assume the role of a man attempting to rid himself of an affliction by searching for a sacred power. From a side-scrolling perspective, players traverse platforms, search for sacred tombs, interact with characters, and defeat stylized enemies (e.g., mutated humans, zombies, demons). Players use small blades, whips, axes, and guns to attack enemies in melee-style combat. Battles are highlighted by impact sounds, cries of pain, and blood-splatter effects. Players can perform finishing moves on enemies, resulting in instances of decapitation and/or dismemberment. Some fantasy creatures/human-like enemies are depicted with exposed breasts and nipples."
Senua’s Saga: Hellblade II,"Windows PC, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language",No Interactive Elements,"This is an adventure game in which players assume the role of Senua, a Pict warrior trying to save her people from Viking oppressors. From a third-person perspective, players explore Icelandic villages/vistas while battling various enemies (e.g., Vikings, ghouls, cultists). Players use swords to slash at enemies in frenetic melee combat, which is highlighted by blood-splatter effects, cries of pain, and impalement finishing moves. Impaling deaths are often depicted; one distant scene depicts a villain cutting off a man''s arm. Cutscenes depict occasional decapitation and/or dismemberment, and some environments contain bloodied, decaying corpses and severed limbs. The word “f**k” appears in the game."
Vertigo 2,PlayStation 5,M,"Blood and Gore,Strong Language,Violence",No Interactive Elements,"This is a first-person shooter/adventure game in which players assume the role of a human exploring a vast quantum reactor while attempting to return home. Players use plasma pistols, swords, shotguns, and rifles to attack fantastical enemies (e.g., alien creatures, androids, drones). Combat is fast-paced, accompanied by gunfire sounds, cries of pain, and large blood-splatter effects. Some attacks result in dismemberment/decapitation, with bloody chunks staining/littering the environment. Players can also inflict damage on corpses (i.e., post-mortem damage), resulting in additional dismemberment/decapitation. One recurring character is depicted with a severed arm that frequently emits blood spurts. The words “f**k” and “sh*t” appear in the game."
Dave The Diver,Nintendo Switch,E10+,"Alcohol Reference,Mild Blood,Mild Violence",No Interactive Elements,"This is an adventure role-playing game in which players assume the role of a deep-sea diver supplying fish for a local island''s sushi restaurant. Players explore pixelated underwater environments while collecting supplies and using a harpoon and knife to hunt for fish. Successful hits are accompanied by small puffs of blood, which also appear when players are attacked/bitten by fish. During restaurant sequences, players engage in short mini-games in which they pour cups of tea and fill mugs of beer for customers."
My Little Pony: A Zephyr Heights Mystery,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,No Interactive Elements,"This is an adventure game in which players control My Little Pony characters through platform environments. From a top-down perspective, players collect stars, search for quest items, and attempt to solve a magical mystery."
Undisputed,"PlayStation 5, Xbox Series",T,"Blood,Lyrics,Violence","In-Game Purchases (Xbox Series,PlayStation 5)","This is a boxing simulation game in which players can create a character to participate in realistic bouts as they progress through a career track. Fighters punch each other repeatedly, attempting to knock each other out; knockout punches are replayed from several angles in slow-motion. Repeated punches sometimes result in cuts on boxers'' faces, with blood dripping effects; blood also sprays briefly when boxers are hit particularly hard/knocked out. Accompanying song lyrics occasionally contain the word “sh*t.”"
Frog Detective,Nintendo Switch,E,Mild Language,No Interactive Elements,No Rating Summary
SAMURAI WARRIORS 4 DX,Windows PC,T,"Mild Suggestive Themes,Use of Alcohol and Tobacco,Violence",Users Interact (PC),"This is an action game in which players assume the roles of various Japanese historical figures in dramatic retellings of Japanese history. From a third-person perspective, players use swords, spears, hammers, rifles, and magic to kill hordes of enemy soldiers and generals in melee-style combat. Battles are frenetic, highlighted by impact sounds, cries of pain, occasional slow-motion effects, and colorful light effects. Cutscenes also contain direct and indirect depictions of violence: characters sword fighting; bodies littering the ground after battle. Some female characters are designed with revealing outfits (e.g., deep cleavage, bikinis in the battlefield) and/or breast-jiggling effects. During the course of the game, wine and celebratory drinks are referenced in the dialogue (e.g., “Munenori happily drank the wine down”; “I can hold my drink, so you''ve got a long night ahead!”); a handful of sequences depict characters drinking alcohol. Another sequence depicts a man smoking a pipe."
DRIFTCE,Windows PC,E,No Descriptors,No Interactive Elements,"This is a racing game in which players compete in drifting competitions around winding tracks. Players compete to score the most drift points in game modes that include Free Run, Solo Ride, and Time Attack."
Visions of Mana,"Windows PC, PlayStation 4, PlayStation 5, Xbox Series",T,"Fantasy Violence,Mild Suggestive Themes","In-Game Purchases (PC,PlayStation 4,Xbox Series,PlayStation 5)","This is a role-playing game in which players help adventurers on a quest to stop a villain from harming a goddess and magical tree. From a third-person perspective, players explore a fantasy world, interact with characters, and engage in melee-style combat against human-like enemies and fantasy creatures (e.g., dragons, harpies, giant insects). Players use swords, spears, knives, scythes, and magic to defeat enemies in frenetic combat. Battles are highlighted by explosions, impact sounds, and bursts of light. Additional special attacks are depicted in brief sequences, with close-up camera angles and screen-shaking effects. Some female characters are designed with revealing costumes (e.g., deep cleavage, bikini-like outfits)."
Gorilla Tag,"Meta Quest, Windows PC",E,Mild Fantasy Violence,"Users Interact (PC,Meta Quest)In-Game Purchases (PC,Meta Quest)","This is a VR action platformer in which players assume the roles of gorillas playing games of tag, paintball, and other activities. From a first-person perspective, players run from other gorillas and try to outmaneuver them. A handful of sequences depict gorillas using slingshots or cartoony bows-and-arrows to damage combatants; damage is minimally depicted, indicated by balloons popping or characters getting fatigued (solid yellow color; cyan color)."
Grounded: Fully Yoked Edition,"PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Blood,Mild Language,Violence","Users Interact (Xbox One,Switch,Xbox Series,PlayStation 5)","This is a survival-adventure game in which players control ant-sized humans in backyard environments. From first- and third-person perspectives, players search for resources, craft weapons, build shelters, and battle realistic, over-sized insects. Combat can be frenetic at times, with players using swords, clubs, and spears to attack insects that slash, bite, and spit at players. Human characters emit small splashes of blood when injured; insects emit splatters of green or yellow blood when killed. Players can also encounter a room full of decapitated and impaled ant heads, with green blood splatter on the ground. The words “p*ss off” appear in the text."
Wayfinder,Windows PC,T,Fantasy Violence,Users Interact (PC),"This is an action-adventure game in which players assume the roles of adventurers as they battle to push back evil forces in a fantasy kingdom. From a third-person perspective, players traverse ancient ruins and enemy strongholds to complete quests and battle fantastical creatures (e.g., goblins, giant spiders, slimes). Players use blades and swords to defeat enemy creatures in melee-style combat. Battles are frenetic, accompanied by impact sounds, screen-shaking effects, and bursts of light. A handful of quests allow players to target specific creatures/bosses, involving more protracted combat with larger creatures and/or hordes of enemies."
Nintendo World Championships: NES Edition,Nintendo Switch,E,Mild Fantasy Violence,In-Game Purchases (Switch),"This is a collection of 2D challenges and platformer games in which players traverse through various modes (e.g., speedrun, survival). Several challenges involve reaching specific points, while others prompt players to defeat small enemies or survive brief battles. Some games depict pixelated characters using small swords or arrows to strike at enemies; enemies typically get stunned or disappear in a flash."
Still Wakes the Deep,"Windows PC, PlayStation 5",M,"Blood and Gore,Partial Nudity,Strong Language,Violence",No Interactive Elements,"This is a survival horror game in which players follow an off-shore oil rig worker as he works around the North Sea. From a first-person perspective, players search the rig for survivors while avoiding mutant creatures and environmental hazards (e.g., fires, drowning, debris). Mutants are able to attack players at various times; one cutscene depicts a mutant screaming after being set on fire. During the course of the game, players can encounter human corpses, occasionally mutilated and/or bloody. Mutated creatures are sometimes depicted with exposed viscera and bone; some environments contain bloody, fleshy walls. The words “f**k” and “c*nt” appear in the game."
Morbid: The Lords of Ire,"PlayStation 5, Nintendo Switch",M,"Blood and Gore,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a sacred hero ridding the lands of evil. From a third-person perspective, players use swords, maces, spears, and blasters to kill fantastical enemies (e.g., skeletons, monstrosities, acolytes) in melee-style combat. Battles are highlighted by slashing sounds, cries of pain, and large blood-splatter effects. Some environments contain large bloodstains on the ground and walls; environments also depict dismembered corpses, severed limbs, and exposed organs/entrails."
Richman 11,"PlayStation 4, PlayStation 5",E,Mild Fantasy Violence,No Interactive Elements,"This is a 3D board game in which players move characters around a board while buying stocks and investing in properties. Players collect action cards and engage in various mini-games (e.g., tossing dolls, disassembling bombs) that sometimes depict small explosions. Players can also use action cards (e.g., bombs, mines, missiles) against opponents, sometimes resulting in cartoony projectiles hitting characters."
Atelier Resleriana: Forgotten Alchemy and the Polar Night Liberator,Windows PC,T,"Fantasy Violence,Suggestive Themes",In-Game Purchases (Includes Random Items) (PC),"This is a role-playing game in which players assume the roles of an alchemist and an adventurer as they seek to uncover the truth about their world. From a third-person perspective, players explore environments, interact with characters, and battle human and fantastical enemies (e.g., alchemists, assassins, golems, dragons) in turn-based combat. Characters use swords, hammers, bombs, and magic to defeat enemies. Battles are highlighted by impact sounds and explosions/fiery blasts. Some female characters are designed with large breasts and revealing outfits (e.g., deep cleavage, partially exposed breasts in a hot springs); other characters are depicted with breast-jiggling effects and/or camera angles that pan up their bodies."
Lorelei and the Laser Eyes,"Windows PC, Nintendo Switch",T,"Alcohol Reference,Blood,Language,Mild Violence",No Interactive Elements,"This is a puzzle/adventure game in which players assume the role of a woman summoned to a mysterious hotel to find a killer. Players explore the hotel''s maze-like interior while solving puzzles and uncovering clues about inhabitants. As players search the hotel, they can encounter a victim''s body lying in a pool of blood; other areas also depict blood-like drops on the ground. Some interactions with characters can result in players being held at gunpoint and asked a riddle; incorrect answers can result in players'' character being shot offscreen. The game contains a puzzle sequence that requires players to identify and interact with specific wine bottles in a wine cellar; the text also references alcohol (e.g., “How many types of cocktails does Hotel Letztes Jahr serve?”). The word “sh*t” appears in the game."
Kena: Bridge of Spirits - Deluxe Edition,"Xbox One, Xbox Series",T,Fantasy Violence,No Interactive Elements,"This is an action-adventure game in which players control a spirit guide (Kena) as she removes corruption and restores various environments. From a third-person perspective, players traverse platforms, solve puzzles, interact with spirits and creatures, and battle corrupted spirits and boss creatures. Players use a magic staff, arrows, and small creatures (called Rot) to strike enemies and drain their health meters in melee-style combat. Enemies (e.g., human-like spirits, tree-like ghouls, giant wood creatures) attack players by using bladed weapons and explosive bursts of fire/energy. Combat can be frenetic, with frequent impact sounds, screen-shaking effects, and cries of pain."
ANIMAL WELL,"PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an adventure platformer in which players control a small blob-like creature exploring a fantastical world. From a 2D side-scrolling perspective, players traverse platforms, solve puzzles, and avoid various animal enemies and hazards (e.g., spike pits, fireballs). One enemy threatens players by shooting laser beams from its eyes. Some enemies can be defeated with firecrackers/fireworks."
Exophobia,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood,Mild Language,Violence",No Interactive Elements,"This is a retro-style first-person shooter in which players search for human survivors on a spaceship overrun by hostile alien soldiers. The game features pixelated graphics, as players use guns and blaster-like weapons to kill various stylized enemies (e.g., gunmen, aliens with bats). Some areas require players to kill waves of enemies before being allowed to proceed. Enemies emit splashes of pixelated blood when hit, falling into large pools of blood when killed. Some rooms contain corpses in pools of blood as corpses/blood remain in environments."
Xuan-Yuan Sword: Mists Beyond the Mountains,Nintendo Switch,T,"Blood,Fantasy Violence,Mild Language,Sexual Themes,Use of Alcohol",No Interactive Elements,No Rating Summary
Crown Wars: The Black Prince,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",M,"Blood,Violence",No Interactive Elements,"This is an action/role-playing game in which players engage in fighting to help maintain control of France during the Hundred Years War. As players progress through the storyline, they engage in turn-based battles around various locations (e.g., farms, villages, castles). Players take turns moving their fighters around battlefields, using arrows, crossbows, swords, spears, and animals (e.g., dog bites, bear mauling) to kill enemies. Characters cry out briefly when injured/killed, and some attacks can trigger brief, closer-up execution sequences: a soldier stabbing a fallen foe; a bear grabbing an enemy and biting him repeatedly; a soldier using an axe to strike an enemy in the head and chest. Cutscenes also depict instances of violence and blood: a fighter cutting an enemy''s throat, resulting in large blood splatter; a soldier using a mace to beat down a fallen foe; several soldiers killed by arrows through the head. A handful of sequences depict blood sacrifices: a figure stabbed on an altar, with blood flowing into a pool; several dead soldiers strewn amidst large bloodstains."
ONE PIECE ODYSSEY Deluxe Edition,Nintendo Switch,T,"Mild Language,Suggestive Themes,Use of Tobacco,Violence",In-Game Purchases (Switch),"This is an action-adventure game in which players follow the story of shipwrecked characters from the One Piece comic and animated series. As players explore a mysterious island, they engage in turn-based battles with enemy pirates/thugs and occasional large creatures. Players choose attack moves/skills from a menu before watching short animations of characters punching/kicking, using swords or pistols, or throwing fireballs/bursts of energy. Characters cry out in pain when injured, and damage is indicated by dwindling health meters/hit points. Cutscenes contain more dramatic instances of violence: characters using fire attacks on each other, as one appears to get killed; a man shooting a pistol at a young character at close range. The game contains some suggestive material: female characters designed with revealing outfits (e.g., low-cut tops, deep cleavage); close-up camera views of characters'' chests; text/dialogue such as ""The golden ration of exposed buttock"" and “Their long exposure to humans has given them a perverted response to naked women.” One recurring character named Smoker is depicted with two cigars in his mouth. The word “bastard” appears in the game."
The Library of Babel,"PlayStation 5, Nintendo Switch",M,"Blood,Strong Language,Violence",No Interactive Elements,No Rating Summary
Fitness Boxing feat. HATSUNE MIKU,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a fitness/rhythm-based game in which players perform boxing routines by following timed prompts along with music. Players earn points by matching Hatsune Miku and her friends'' various on -screen movements (e.g., jabs, uppercuts, dodges)."
Class of Heroes 1&2: Complete Edition,"PlayStation 5, Nintendo Switch",T,"Alcohol Reference,Fantasy Violence,Language,Mild Blood,Suggestive Themes",No Interactive Elements,"This is a collection of two-role playing games in which players lead students to explore an underground labyrinth. From a first-person perspective, players traverse maze-like dungeons and engage in turn-based combat against fantastical enemy creatures (e.g., giant bats, living marionettes, slime monsters). Players select actions (e.g., Attack, Magic, Party Skills) from a menu to battle enemies; attacks are accompanied by impact sounds and cries of pain. Within the game''s gallery mode, comic-strip panels sometimes depict characters with blood on their faces and bodies. The gallery also depicts still images of women in bikinis, with partially exposed breasts and in provocative poses (e.g., caressing each other in bed, bending over towards a character); one comic-strip panel depicts a character grabbing a character''s breast. The game includes several references to alcohol (e.g., “Good wine makes good blood. Booze is the best medicine”; “For me, booze is life”; “Ahh... The booze is gonna taste so good tonight...”). A handful of quests require players to obtain alcohol for characters. The word “sh*t” appears in the game."
Autobahn Police Simulator 2,Nintendo Switch,T,"Drug Reference,Mild Violence,Use of Alcohol",No Interactive Elements,No Rating Summary
Disney Epic Mickey: Rebrushed,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an adventure game in which players assume the role of Mickey Mouse as he attempts to stop villains from destroying a magical world. From a third-person perspective, players explore twisted versions of Disney attractions (e.g., Neverland, Haunted Mansion) that have been overrun by enemies (e.g., ink blobs, animatronic characters). Players use a magic paintbrush to battle enemies, spraying projectile paint/thinner to make them friendly or melt away. Players can also hop on enemies'' heads and/or perform spin attacks, stunning and knocking creatures back. Combat is often frenetic, accompanied by cries of pain and impact sound effects. Some cutscenes contain tonally dark moments: a character abducted into a mirror; a character restrained, while threatened with a drill and chainsaw."
Crossfire Sierra Squad,PlayStation 5,M,"Blood,Strong Language,Violence",No Interactive Elements,"This is a first-person shooter in which players assume the role of the leader of an elite fireteam in the middle of a war. Players engage in combat missions, using shotguns, sniper rifles, machine guns, and grenades to kill enemy soldiers and drones. Combat is frenetic, highlighted by realistic gunfire, cries of pain, and blood-splatter effects. One sequence depicts a dying soldier with blood staining the walls and ground around him. The word “f**k” appears in the game."
Gravity Circuit,"PlayStation 5, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
Itorah,"PlayStation 4, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
Tengoku Struggle -Strayside-,Nintendo Switch,T,"Alcohol and Tobacco Reference,Blood,Fantasy Violence,Language,Sexual Themes",No Interactive Elements,"This is a visual novel in which players assume the role of a Hell Guardian trying to capture Hell''s escaped prisoners. A handful of still-screen images can depict violence and blood: a character slashing men off-screen, with screaming sounds; a character burning to death; a character with blood-splattered clothing/face; blood splashes on the screen. The game contains sexual references in the dialogue (e.g., “That night, I was defiled by many other monks, right in front of him”; “…[T]o give a woman honor means to drag them into their bed”; “We went and had so much sex right away”; “Take off your panties, then put your hands against the wall.”). Dialogue also references alcohol (e.g., being drunk/wasted; wine, sake, booze), as well as tobacco (e.g., ""He took out a cigarette and savored a puff.""). The words “sh*t” and “a*shole” appear in the game."
ELDEN RING Shadow of the Erdtree,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Language,Suggestive Themes,Violence",No Interactive Elements,"This is an action role-playing game in which players assume the role of a character trying to retrieve a magical ring and become the Elden Lord. From a third-person perspective, players explore environments, collect items, and battle various enemies (e.g., knights, fantastical creatures) in melee combat. Players use swords, spears, axes, arrows, and magic to enemies; combat is highlighted by cries of pain, splatters of blood, and impact sounds. The game includes depictions of gore: collectible items that include severed fingers and tongues; a boss character cutting off its arm; severed arms hanging from a ceiling. During the course of the game, a humanoid monster is depicted partially nude, with scales/scars covering its breast and pelvic regions. The word “sh*t” appears in the dialogue."
Teenage Mutant Ninja Turtles Arcade: Wrath of the Mutants,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,No Interactive Elements,"This is an action game in which players control Teenage Mutant Ninja Turtles through levels of enemies. As players attempt to foil Shredder''s evil plans, they use various weapons (katanas, staffs, nunchuks) to defeat cartoony enemies (e.g., soldiers, droids, mutant creatures) in beat-em-up-style fighting. Characters can also use special attacks (e.g., tornadoes, fiery blasts, electric surges) to inflict wider damage. Some enemies can shoot stylized lasers, flames, or energy bursts at players'' character."
Toaplan Arcade Garage: Kyukyoku Tiger-Heli,"PlayStation 4, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is a collection of ten arcade-style action games in which players control helicopters and robots through levels of enemies. Most games allow players to control helicopters that shoot projectiles at enemies (e.g., planes, tanks, drones); games are presented from a top-down, scrolling perspective, highlighted by explosions and gunfire. One side-scrolling game allows players to control a robot soldier that punches and uses laser fire to attack enemies; the beat-''em-gameplay depicts depleting health bars, various attacks (e.g., Speed Punch, Fire Punch, Super Punch), and protracted boss battles."
Double Dragon Collection,Nintendo Switch,E10+,"Language,Mild Blood,Mild Violence",No Interactive Elements,"This is a collection of arcade-style action-fighting games in which players assume the roles of brothers on a rescue mission. From a side-scrolling perspective, players traverse 2D environments to battle human enemies in “beat-''em-up”-style combat. Players defeat enemies by using melee attacks and small weapons (e.g., knives, whips, bats). In one game, pixelated blood-splatter effects occur when enemies are struck by knives; still-images can depict boss characters with small steaks of blood. The word “bastard” appears in the game."
Outward Definitive Edition,Nintendo Switch,M,"Blood and Gore,Partial Nudity,Violence",Users Interact (Switch),"This is a role-playing game in which players assume the role of a fighter involved in a war between three factions. From a third-person perspective, players explore caves and towns, perform quests, and battle various enemies (e.g., wolves, ghouls, skeletons, humans). Characters use swords, clubs, and magic attacks (e.g., blasts of fire and ice) to kill enemies in melee combat. Successful hits are accompanied by splashes of blood, and several environments depict corpses and/or large bloodstains. Some areas contain dismembered or mutilated corpses; several of these corpses are depicted with exposed breasts and/or buttocks."
Pacific Drive,"Windows PC, PlayStation 5",T,"Fantasy Violence,Language",No Interactive Elements,"This is a survival adventure game in which players assume the role of a driver trying to collect resources, upgrade their car, and survive a hostile environment. From a first-person perspective, players use a station wagon to explore dangerous landscapes while avoiding hazards and anomalies (e.g., electrical discharges, gravitational rifts, roaming mechanical drones). Players can craft tools (e.g., blow torch, impact hammer, buzzsaw scrapper), using them to fend off drones that can latch onto and damage vehicles. Some encounters can result in explosions and screen-shaking effects. The word “sh*t” is heard in the dialogue."
Silent Hill 2,"Windows PC, PlayStation 5",M,"Blood and Gore,Language,Sexual Themes,Violence",No Interactive Elements,"This is a horror adventure game in which players assume the role of a man returning to a mysterious town while being tormented by his past. From a third-person perspective, players explore the town of Silent Hill, interact with characters, and battle humans and creatures (e.g., Pyramid Head, mannequins, monsters). Players use pistols, shotguns, rifles, and knives to kill enemies. Combat is highlighted by realistic gunfire, cries of pain, and blood-splatter effects. Some environments depict large bloodstains and/or intestines/organs on walls, floors, and surrounding bodies. Cutscenes and illustrations depict further instances of violence and/or blood and gore: characters impaled; a character suffocated to death with a pillow; enemies with body parts sewn together. The game contains some suggestive/sexual material: characters pole-dancing in strip-club settings; posters of women in revealing outfits (e.g., bra and thong, deep cleavage); dialogue alluding to sexuality and/or sexual abuse/misconduct (e.g., “Remember that time in the hotel? You said you took everything. But you forgot that videotape we made”; “Don''t touch me...You''re only after one thing…Or you could just force me, like he always did.”). The word “sh*t” appears in the game."
Tchia,Nintendo Switch,T,"Blood and Gore,Crude Humor,Language,Violence",No Interactive Elements,"This is an open-world adventure game in which players assume the role of a woman on a quest to rescue her father from a tyrant. As players traverse a tropical island environment, they can possess animals and objects to help battle fantastical creatures. Players use lamps to set fabric monsters on fire; use a slingshot to shoot an eyeball creature; and throw bombs to blow up other enemies. Battles are accompanied by large explosions and impact sounds. Stylized cutscenes depict additional instances of violence and blood: a possessed machete severing a man''s hand; a baby receiving a slight cut by a villain; a beheaded chicken running around while spurting out blood. The game contains instances of crude humor: cows and birds emitting feces; a giant character vomiting green slime. In one sequence, a character can be seen raising their middle finger."
MADiSON VR,PlayStation 5,M,"Blood and Gore,Partial Nudity,Strong Language,Violence",No Interactive Elements,"This is a survival horror game in which players assume the role of a character (Luka) facing down three demons while trying to unravel a mystery. As players make their way through a large house, they must solve puzzles and collect clues to further the storyline. Demons sometimes attack players, resulting in players'' stumbling, struggling, or having blood on their hands. Audio tapes depict characters screaming in horror/pain as if being attacked. One sequence depicts a character hanging themselves from a first-person perspective. A demon''s bloody entrails can be seen hanging from its abdomen, and one room contains multiple severed limbs. During the course of the game, a human-like creature briefly appears topless. The words “f**k” and “sh*t” appear in the dialogue."
Cupid Parasite: Sweet and Spicy Darling,Nintendo Switch,T,"Fantasy Violence,Language,Mild Blood,Sexual Themes,Use of Alcohol and Tobacco",No Interactive Elements,"This is a visual novel in which players follow the story of Lynette Mirror and her experiences with romantic relationships. Players can follow several storylines while making choices that affect the course of their relationships. Some choices lead to depictions of violence: a female demon impaled by magical arrows; a character spitting out blood after being impaled (off screen). Other choices lead to sequences containing sexual material, largely conveyed through text/dialogue (e.g., “He slipped a finger into my mouth…He traced his tongue along the nape of my neck”: ""I felt the zipper of my skirt being undone""; “His rough tongue glided over my body as he nibbled on me.”). One sequence references a character''s husband''s lack of virility (e.g., “It was so…soft and deflated”; “Clearly [he] had been searching for a solution…a solution on how to get it up again.”). The game depicts prolonged sequences of social drinking, resulting in characters getting drunk, with slurred speech (e.g., “Before I knew it, everyone was wasted”; “Everyone else continued to chug alcohol.""). Another sequence references a drunk character being taking advantage of (e.g., “In my inebriated state, I couldn''t stand up properly...He seized this vulnerable moment when my yearnings for companionship overpowered me.”). In one sequence, a demon can be seen holding a smoking pipe. The word “bullsh*t” appears in the game."
