Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Paper Mario: The Thousand-Year Door,Nintendo Switch,E,"Mild Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,"This is an adventure role-playing game in which players help Mario rescue Princess Peach from an alien group. As players traverse whimsical worlds, they interact with characters and engage in turn-/puzzle-based combat against paper creatures. Players use various attacks (e.g., boot stomp, hammer strike, fire balls) against cartoony enemies that disappear into stars and coins. A handful of characters engage in brief flirtatious dialogue (e.g., “Aren''t you a fine specimen of a man”; “Perhaps if I…grabbed you and gave you a little sugar”), and/or are designed with large chests/exaggerated proportions."
Welcome to ParadiZe,"Windows PC, PlayStation 5, Xbox Series",M,"Blood and Gore,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a new resident of ParadiZe, a former safe haven during a zombie apocalypse. From a 3/4-overhead perspective, players must rebuild ParadiZe by searching for resources, completing objectives, and battling zombies in the surrounding wooded areas. Players use crafted weapons (e.g., air pump guns, bows, spears) and melee weapons (e.g., baseball bats, chainsaws) to kill roaming zombies in frenetic combat. Players can also perform finishing attacks (e.g., head stomp, head bash) on weakened zombies. Battles are accompanied by impact sounds, blood-splatter effects, and cries of pain. Several attacks result in decapitation and dismemberment, causing large blood stains and severed body parts to appear in the environment."
Bat Boy,"PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Contraptions Collection,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Hatsune Miku Logic Paint S,Nintendo Switch,E10+,Suggestive Themes,No Interactive Elements,No Rating Summary
Luigi''s Mansion 2 HD,Nintendo Switch,E,Mild Fantasy Violence,In-Game Purchases (Switch),"This is an adventure game in which players assume the role of Luigi as he retrieves mysterious artifacts. Players search haunted houses while using a flashlight and vacuum pack to suck up objects and capture ghosts. Some ghosts can punch Luigi, causing him to cry out, blink, and collapse to the ground. Other sequences allow players to shoot seeds at mice and launch cartoony bombs at enemy creatures."
Rise of the Ronin,PlayStation 5,M,"Blood and Gore,Language,Violence",Users Interact (PlayStation 5),"This is an action-adventure game in which players assume the role of a former assassin in ancient Japan (Edo period). Players explore an open-world environment to complete quests, interact with characters, and battle enemy forces. Players use samurai swords, bladed spears, pistols, and flame throwers to kill thugs and ninjas in melee-style combat. Players also have the ability to kill civilians, with no impact on players'' progress. Some attacks result in decapitation and/or dismemberment, with large blood-splatter effects and dismembered body parts on the ground. Players'' finishing moves depict enemies being dismembered at close range. The word “sh*t” appears in the game."
Cosmic Fantasy Collection,Nintendo Switch,T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes,Partial Nudity",No Interactive Elements,"This is a collection of two role-playing games in which players control Cosmic Hunter members as they battle space pirates in a fantasy setting. From a ¾-overhead perspective, players explore worlds, interact with characters, and battle human and fantastical enemies (e.g., plant creatures, hydras, ogres, zombies) in turn-based combat. Players use melee and magic attacks to defeat enemies; battles are highlighted by impact sounds and colorful light effects. Some enemies and characters are depicted with small amounts of blood on their faces and/or bodies. Some female characters are depicted with partially exposed breasts and/or exposed buttocks, with occasional panning/close-up camera angles; the dialogue also contains suggestive material (e.g., “We''ll just have a little fun before Garam has his way with you""; “Found a Dirty Magazine”; ""If you wanna grab something, mine are bigger than Rim''s!”). The word “bastard” appears in the game."
Gale of Windoria,"PlayStation 4, PlayStation 5",E10+,"Fantasy Violence,Mild Suggestive Themes","In-Game Purchases (PlayStation 4,PlayStation 5)",No Rating Summary
Captain ToonHead vs The Punks from Outer Space,PlayStation 5,T,"Fantasy Violence,Mild Language",No Interactive Elements,"This is a first-person shooter/tower-defense game in which players assume the role of a spaceship janitor trying to save Earth from evil forces. Players move between stationary positions as they build turrets and use fantasy weapons (blasters, flip-flops shooting projectiles, hammers emitting energy) to defeat energy-cube creatures. First-person combat can be frenetic at times, highlighted by laser gunfire, cries of pain, and large explosions. The words “a*s” and “bastard” appear in the game."
House Flipper 2,"Windows PC, PlayStation 5, Nintendo Switch, Xbox Series",E,No Descriptors,"Users Interact (PC,Xbox Series,PlayStation 5)","This is a simulation game in which players buy and sell houses for profit. Players manage their finances, clean and renovate rooms, and purchase new fixtures and furnishings."
Arzette: The Jewel of Faramore,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",E10+,"Fantasy Violence,Mild Suggestive Themes,Use of Alcohol and Tobacco",No Interactive Elements,This is an action platformer in which players control a princess who battles evil forces while trying to save her kingdom. Players traverse platform environments while using a sword and eventually a blaster/gun to defeat fantastical enemies. Enemies throw objects and slow-moving projectiles at players'' character; small explosions occur when enemies are defeated. One scene depicts a man excited by a beach calendar with images of orcs in swimsuits. Characters are sometimes seen smoking cigars or pipes; a tavern location depicts a man drinking from frothy mugs/tankards and slurring his speech.
Beyond Good and Evil 20th Anniversary Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox Series",E10+,"Animated Blood,Fantasy Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a reporter accompanied by a pig-like companion investigating a conspiracy on the planet of Hillys. From a third-person perspective, players explore fantasy locations, take photos of evidence, solve puzzles, and fight robot and alien enemies. Combat is sometimes fast-paced, with players using melee weapons (e.g., staffs, torches) to strike stylized enemies that generally break apart or vanish into puffs of smoke. One boss battle depicts a squid-like alien stabbed in the eye, with yellow-green splatter effects."
Seed of Life,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Mild Fantasy Violence,No Interactive Elements,"This is an action-adventure puzzle game in which players help a woman find an artifact in order save her dying planet. From a third-person perspective, players explore caverns and mountains while solving puzzles, avoiding drones, and searching for pedestals that cleanse the land of corruption. The game contains some thematic elements that reference an alien invasion and global destruction (e.g., “…[T]hey [Namurians] brought chaos and death into our world…Now we slowly die, without hope, without a future”; “You destroyed our world and left us with nothing.”). When light sources (lumiums) are depleted, players'' character will cry out and collapse to the ground."
West of Loathing,Nintendo Switch,T,"Crude Humor,Fantasy Violence,Mild Language,Mild Suggestive Themes,Use of Drugs",No Interactive Elements,No Rating Summary
Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,Nintendo Switch,T,"Fantasy Violence,Language,Mild Blood,Mild Suggestive Themes",No Interactive Elements,"This is an adventure/party game in which players move characters around a game board while attempting to collect the most points. Some spots on the game board trigger brief battle sequences: players must match on-screen indicators, with correct timing, to perform slash attacks. Damage is indicated by slashing sounds, light effects, and cries of pain. One boss character attacks with Flying Blood Scythes, sending red, liquid-like slashes towards players. Some female characters are designed with revealing outfits (e.g., deep cleavage, bikinis in the battlefield). The word “sh*t” appears in the game."
The Legend of Legacy HD Remastered,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",E10+,"Fantasy Violence,Language,Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a role-playing game in which players follow the tales of seven characters unveiling the mysteries of an island. From a ¾-overhead perspective, players explore the island, interact with townspeople, and traverse dungeon-like areas. Players use swords, axes, spears, and magic to battle fantastical creatures (e.g., lizardmen, goblins, spirits) in turn-based combat. Battles are highlighted by impact sounds and dwindling hit points; enemies generally disappear when defeated. Some female characters are designed with revealing costumes (e.g., deep cleavage), with occasional close-ups/panning on their bodies/outfits. A bar scene depicts characters drinking alcohol (e.g., “Barkeep…I wanna enjoy a drink out on the beach…*hic*”; “That guy was a drunk, if ya ask me…*hic*”). The word “bastard” appears in the game."
Rocket Racing,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,No Descriptors,"Users Interact (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is an action racing game in which players drive rocket-powered cars on themed racetracks. Players can drift through turns, race on ceilings/walls, and speed their cars through various modes (e.g., Time Trails, Training, Ranked Racing)."
LEGO Fortnite,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E10+,Fantasy Violence,"Users Interact (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is an open-world survival adventure game in which players assume the roles of Lego survivors through themed lands. From a third-person perspective, players explore the environment while gathering food, crafting tools/weapons, and building shelters. Players can use weapons (e.g., axes, swords, crossbows) to hunt down animals and defend against attacking enemies (e.g., giant crabs, wolves, skeletons, Lego survivors). Combat is accompanied by impact sounds and mild explosions; enemies burst into Lego pieces when defeated."
The Sims™ 4 For Rent,"Macintosh, Windows PC, PlayStation 4, Xbox One",T,"Crude Humor,Sexual Themes,Violence","Online Interactions Not Rated by the ESRB (MAC,PC,PlayStation 4,Xbox One)",No Rating Summary
The Sims™ 4 For Rent,Xbox Series,T,"Crude Humor,Sexual Themes,Violence",Users Interact (Xbox Series)In-Game Purchases (Xbox Series),No Rating Summary
Fallout 76,"Windows PC, PlayStation 4, Xbox One",M,"Blood and Gore,Drug Reference,Intense Violence,Strong Language,Suggestive Themes,Use of Alcohol","Users Interact (PC,PlayStation 4,Xbox One)In-Game Purchases (PC,PlayStation 4,Xbox One)","This is an open-world role-playing game in which players must survive/thrive in a post-apocalyptic world. From a first- or third-person perspective, players search for supplies/food while battling other survivors and mutant creatures. Players use machetes, machine guns, rocket launchers, and grenades to kill ghoul-like creatures and other enemies in frenetic combat. Some weapons allow players to blow ghouls apart, resulting in scattered limbs and chunks of flesh; wounded characters can also be executed with gunshots to the head, resulting in decapitation. The game contains some suggestive material in the dialogue: “I''ve got a button-shaped bruise on my backside after that last romp on the console”; ""Nothing brings me down to Earth like making love to you on the cold, hard ground. The game includes frequent references to drugs called Chems, which are sometimes used as plot points for characters; Chems can be found, manufactured, and used to enhance performance/skills of characters, though there is no actual depiction of use. Players'' character can acquire ingredients to make alcoholic beverages (e.g., beer, spirits, wine); one alcoholic drink (Nukashine) causes the screen to blur and/or discolor after consumption. The words “f**k” and “sh*t” appear in the game."
Girl Genius: Adventures in Castle Heterodyne,Nintendo Switch,T,"Blood and Gore,Fantasy Violence,Mild Suggestive Themes",No Interactive Elements,"This is an action-adventure game in which players assume the role of an inventor as she tries to restore glory to her family name. From a third-person perspective, players explore a castle, interact with characters, and battle human and fantastical enemies (e.g., small creatures, robots) in melee-style combat. Players use large wrenches and gadgets to defeat enemies. Battles are highlighted by impact sounds, cries of pain, and colorful light effects. Some comic panels depict further instances of violence and/or blood and gore: a character''s arm torn off; a creature beheaded, accompanied by a blood-splatter effect; characters stabbed or impaled; bodies lying in pools of blood. Comic panels also contain suggestive material: a woman described as a ""tramp""; a silhouette of a character showering; a female character wearing a revealing outfit (e.g., deep cleavage) in bed."
Boxville,"PlayStation 4, PlayStation 5",E10+,Use of Tobacco,No Interactive Elements,No Rating Summary
Persona 4 Golden,"PlayStation 4, Xbox One, Xbox Series",M,"Alcohol Reference,Language,Mild Blood,Partial Nudity,Sexual Themes,Violence",No Interactive Elements,"This is a role-playing game in which players assume the roles of high-school students investigating a string of deaths in a country town. During the day, players interact with classmates, teachers, and town characters, gaining social links to improve relationships and abilities. At night, players explore another world and engage in battles against humans and fantastical enemies (e.g., shadows, demons, spirits) in turn-based combat. Players select weapon and magic attacks from summoned persona creatures to kill enemies; battles are accompanied by impact sounds, gunfire, and cries of pain. Cutscenes also contain instances of violence: a body hanging from a telephone pole; a body hanging from a tower; characters fist fighting. During one scene, a character is depicted with a nosebleed; one area also contains red stains on the walls/floor. The game contains some sexual material: demons with exposed breasts and/or buttocks; a creature with a phallic-shaped head and torso; a female enemy depicted as a gyrating pole dancer. Some demons (e.g., succubus, incubus) have sexual characteristics that are described in the text (e.g., “They visit sleeping men/women and have sexual intercourse with them.”). Although no alcohol is consumed, one scene depicts characters exhibiting common signs of intoxication (e.g., slurred speech, erratic gestures, flushed faces) during a drinking game. The words “sh*t” and “a*shole” appear in the game."
Persona 4 Golden,Nintendo Switch,M,"Alcohol Reference,Animated Blood,Language,Partial Nudity,Sexual Themes,Violence",No Interactive Elements,"This is a role-playing game in which players control high school students who must fight monsters in a fantasy world to solve a murder mystery. In addition to swords, pistols, and magical attacks, players use various “Personas” (i.e., creatures that can perform special offensive/defensive moves) to fight monsters in turn-based combat; damage is indicated by battle cries, impact effects, and a loss of hit points. Colorful blood splashes may occur during battle, and some environments depict blood stains on the floor/walls. A number of female monsters are depicted with exposed breasts, while other monsters have phallic-shaped heads and torsos. Various Personas (e.g., Succubus, Incubus) have sexual characteristics that are described in text (e.g., “They visit sleeping men/women and have sexual intercourse with them.”); one female Persona is depicted as a gyrating pole dancer. Alcohol is occasionally referenced in the dialogue, including a long scene in which the main characters play “drinking games” at a club; although alcohol is never consumed, characters exhibit common signs of intoxication (e.g., slurred speech, erratic gestures, red faces). The words “sh*t” and “a*shole” can be heard in dialogue."
The Last of Us Part II Remastered,PlayStation 5,M,"Blood and Gore,Intense Violence,Nudity,Sexual Content,Strong Language,Use of Drugs",No Interactive Elements,"This is an action game in which players follow the story of Ellie and Joel on their continued struggle for survival in post-apocalyptic Wyoming. From a third-person perspective, players traverse through towns, wilderness, and ruins while using weapons (e.g., rifles, pistols, explosives, blades) to kill infected mutants and human survivors in frenetic combat. Some sequences enable players to use stealth attacks against enemies—approaching from behind, slitting their throats. Players can use explosives to set enemies on fire or blow enemies apart into limbs/bloody chunks of flesh. Cutscenes depict further instances of violence: a human captive bound and hung from a noose before being disemboweled; assailants beating a restrained woman''s arm with a hammer; characters shot in the head with arrows; a man repeatedly pistol-whipped. The game contains some sexual content: a couple disrobing and briefly engaging in a sexual act; the couple is heard grunting/moaning as the screen turns black (depicted from the waist up with female toplessness). Some mutant creatures are depicted with exposed breasts and genitalia. One sequence depicts two characters smoking a marijuana joint in a room full of marijuana plants. The words “f**k” and “sh*t” appear in the game."
Persona 3 Reload,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood,Partial Nudity,Sexual Themes,Strong Language,Violence",No Interactive Elements,"This is a role-playing game in which players assume the roles of high-school students investigating a mysterious tower that only appears at midnight. During the day, players interact with classmates, teachers, and town characters, gaining social links to improve relationships and abilities. At night, players explore the tower and engage in battles against human and fantastical enemies (e.g., shadows, demons, spirits) in turn-based combat. Players select weapon and magic attacks from summoned persona creatures to kill enemies; battles are accompanied by impact sounds, gunfire, and cries of pain. Cutscenes also contain instances of violence and/or blood: a creature''s arm cut off and crushed, with blood-splatter effects; characters shot, also with blood-splatter effects; pools of blood on the ground; characters shooting themselves in the head to summon personas. The game contains some sexual material: female demons with partially exposed breasts and buttocks; a creature with a phallic-shaped head and torso. Some demons (e.g., succubus, incubus) have sexual characteristics that are described in the text (e.g., “They visit sleeping men/women and have sexual intercourse with them.”). The words “f**k” and “sh*t” appear in the game."
THE KING OF FIGHTERS XIII Global Match,"PlayStation 4, Nintendo Switch",T,"Mild Language,Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,"This is an arcade-style fighting game in which players compete in one-on-one matches in King of Fighters tournaments. Players select fighters that punch, kick, and use special attacks (e.g., fireballs, electrical strikes) to drain opponents'' life meters. Combat can be frenetic, accompanied by cries of pain, light bursts, and impact sounds. Some female characters are designed with low-cut outfits (e.g., deep cleavage) and jiggling breasts. One recurring character builds attack power/special moves by drinking alcohol from a gourd, causing him to wobble/turn red; an ending cutscene depicts characters with glasses of beer/wine. The words ""bastard"" and ""a*s"" appear in the game."
My Next Life as a Villainess: All Routes Lead to Doom! -Pirates of the Disturbance-,Nintendo Switch,T,"Drug Reference,Mild Blood,Mild Language,Mild Violence",No Interactive Elements,"This is a visual novel that follows the story of a heroine trying to win the hand of a love interest. As players progress through the story, they can make dialogue choices that influence the course of the narrative. Some choices lead to instances of violence: characters shot off-screen; a character stabbed in the back, resulting in a brief blood-splatter effect; a woman shot, also resulting in blood-splatter effects—sequences are accompanied by gunfire, impact sounds, and cries of pain. The dialogue contains references to drugs (e.g., “illegal drug trafficking,” ""Brainwashed and drugged,” “brainwashing and drugging”). The word ""bastard"" appears in the game."
Gothic II,Nintendo Switch,M,"Blood,Language,Sexual Content,Use of Drugs,Violence",No Interactive Elements,"This is a role-playing game in which players assume the role of a hero battling evil in a seaside mining valley. From a third-person perspective, players explore open-word environments while interacting with locals, performing quests/tasks, and fighting various enemies (e.g., bandits, goblins, trolls, orcs, zombies). Players use swords, knives, clubs, and other bladed weapons to kill enemies in melee-style combat. Battles are highlighted by impact sounds and frequent blood-splatter effects. The game contains some sexual material: players'' character can visit a brothel and have encounters with sex workers—brief cutscenes depict a prostitute (wearing lingerie) kissing, caressing, and grinding/writhing against players'' character. During the course of the game, players'' character can obtain, trade, and smoke “swampweed,” resulting in screen distortion and slow-motion movements; characters use terms such as “toke” and “stoned” when discussing the weed. The word “sh*t” appears in the game."
RollerCoaster Tycoon Adventures Deluxe,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Comic Mischief,No Interactive Elements,"This is a simulation game in which players create a roller coaster theme park. Players manage the park by building customizable roller coasters, concession stands, facilities, and other theming elements. A handful of park rides contain comical descriptions: “Have you ever peed your pants from fright?""; “Ride it, drop it, zip it, unzip it. Then vomit.”)."
STAR WARS Knights of the Old Republic II - The Sith Lords,Nintendo Switch,T,"Mild Blood,Mild Suggestive Themes,Violence",No Interactive Elements,"This is a role-playing game in which players assume the role of a Jedi struggling to reconnect with the Force. Players explore fantasy locations, interact with various characters, perform missions, and engage in melee-style combat in a sci-fi setting. Characters use blasters, swords, and light sabers to fight enemies (e.g., droids, republic soldiers, Sith figures). Battles are highlighted by blaster fire, impact sounds, and explosions. A handful of scenes depict corpses with bloody wounds and burn marks. Some female characters are designed with revealing outfits (e.g., low-cut tops, deep cleavage, partially exposed buttocks); the dialogue also contains brief suggestive material (e.g., “No tougher than enduring your false sympathy while you''re staring at my chest.”)."
STAR WARS: Knights of the Old Republic,Nintendo Switch,T,Violence,No Interactive Elements,No Rating Summary
STAR WARS: THE FORCE UNLEASHED,Nintendo Switch,T,Violence,No Interactive Elements,No Rating Summary
STAR WARS™ Episode I Racer,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,"This is a racing game in which players compete against pod racers in the Galactic Podracing Circuit within the Star Wars universe. Players choose from a selection of pilots as they race across alien planets to win money. The game''s opening sequence depicts a racer intentionally slamming another racer into a wall, causing their vehicle to explode."
STAR WARS™ Jedi Knight II - Jedi Outcast™,Nintendo Switch,T,Violence,No Interactive Elements,No Rating Summary
STAR WARS™ Republic Commando™,Nintendo Switch,T,"Blood and Gore,Violence",No Interactive Elements,No Rating Summary
Train Valley Collection,"PlayStation 4, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
DRAGON BALL XENOVERSE 2,"Windows PC, PlayStation 5, Xbox Series",T,"Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes","Users Interact (PC,Xbox Series,PlayStation 5)In-Game Purchases (Includes Random Items) (PC,Xbox Series,PlayStation 5)","This is an adventure fighting game in which players assume the role of a time officer tasked with fixing the timeline in the Dragon Ball universe. From a third-person perspective, players complete missions, interact with characters, and engage in one-on-one and group battles against enemies. Players punch, kick, and use special attacks (e.g., fireballs, beams/orbs of energy) to defeat opponents in melee-style combat. Battles are highlighted by impact sounds, colorful light effects, and explosions. Characters are occasionally depicted with small spots of blood on their faces and/or bodies. Cutscenes also contain depictions of violence: a character impaled by a magical sword; a character shot through the chest with a laser; several characters being vaporized. The game also contains some suggestive material: a character depicted with torn clothing and partially exposed buttocks; a character staring at bikini-clad women in a magazine labeled “Sexy”; characters customized to wear bikinis in the battlefield. The words “a*s” and “bastard” appear in the game."
My Lovely Wife,Nintendo Switch,T,"Blood and Gore,Sexual Themes,Violence",No Interactive Elements,No Rating Summary
Overrogue,"PlayStation 4, PlayStation 5",E10+,"Fantasy Violence,Suggestive Themes,Use of Alcohol","In-Game Purchases (PlayStation 4,PlayStation 5)",No Rating Summary
Persona 5 Tactica,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Blood,Language,Partial Nudity,Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,"Players use swords, spears, pistols, and magic to defeat enemies across grid-based arenas. Battles are sometimes frenetic, accompanied by realistic gunfire, explosions, and cries of pain. A handful of sequences contain additional instances of a violence and/or blood: a character bleeding out after being shot in the stomach; blood pooling underneath a character''s body; a man pushing a character in the path of an oncoming train. The game depicts some female monsters/Personas with exposed breasts and partially exposed buttocks. Some Personas (e.g., Succubus, Incubus) have suggestive characteristics described in text (e.g., “They hunt for sleeping men/women to make their lover”); the dialogue can also reference suggestive material/innuendo (e.g., “C''mon, don''t act like you don''t know what forbidden [book] stash is“; ""I''d be interested in any that feature nude models.”). During the course of the game, players can encounter a drunken guard discussing sake; a later sequence depicts the guard engaging in a drinking contest. The words “sh*t,” “a*shole,” and “tw*t” appear in the game."
Super Mario RPG,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,"This is a role-playing game in which players guide Mario and his friends to find Star Road pieces and defeat a villain. From a top-down perspective, players explore whimsical environments while engaging in turn-based battles with cartoony enemies (e.g., wolves, lava bubbles, fish, boss creatures). Characters use punches/smacks, hammers, fireballs, and cartoony bombs/bullets during battle; damage is indicated by sparks/stars, wincing effects, and characters falling over/disappearing."
Bomb Rush Cyberfunk,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",T,"Blood,Language,Suggestive Themes,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a graffiti writer battling for control of a futuristic city (New Amsterdam). From a third-person perspective, players traverse the city, spray-paint graffiti, collect musical beats, and combine skate-like tricks to use in battles. Players punch, kick, and use graffiti-spray finishing moves against enemies (e.g., police, large mechs). Combat is highlighted by gunfire, colorful light effects, and cries of pain. Cutscenes depict further instances of violence and blood: characters decapitated; a character pushed off a building; a character shot in the head off screen; a body lying in a pool of blood; blood from a gunshot wound. One area of the city contains a red-light district, with signs reading “XXX,"" “Girls,” “Love Spectrum,” and “Love Bomb”; there are also signs depicting female silhouettes. The word “sh*t” appears in the game, and one skateboard decal depicts a raised middle finger."
Fortnite Battle Royale,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,Violence,"Users Interact (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Switch,Xbox Series,PlayStation 5)","This is a survival action game in which players compete in battle royale-style competitions to be the last person or team standing. From a third-person perspective, players gather supplies, build forts, and battle enemies on a shrinking battlefield. Players use pistols, shotguns, sniper rifles, grenades, and lightsabers to fight opposing players in ranged and melee-style combat. Battles are fast-paced, highlighted by realistic gunfire and impact sounds. Some sequences allow players to enter a first-person view of combat (e.g., aiming down a scope). Defeated enemies typically burst into a colorful light effect before disappearing."
Fortnite Save The World,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",T,Violence,"Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is an action game/third-person shooter in which players lead survivors in a post-apocalyptic world filled with massive storms. Players must protect their base as they gather resources, search for survivors, and craft weapons to battle incoming enemies (e.g., hordes of mutant zombie-like creatures). Players use pistols, machine guns, explosives, and melee weapons to kill enemy creatures in frenetic combat. Players can also set and use traps (e.g., spikes, poisonous gas) to defeat enemy creatures. Battles are highlighted by realistic gunfire, large explosions, and screen-shaking effects."
Warhammer Age of Sigmar: Realms of Ruin,"Windows PC, PlayStation 5, Xbox Series",T,"Blood and Gore,Violence","Users Interact (PC,Xbox Series,PlayStation 5)","This is a strategy game in which players control factions of the Warhammer universe through combat and campaigns. From a top-down perspective, players move troops around landscapes while fighting fantastical creatures (e.g., orcs, troll-like beasts, goblins). Characters use axes, swords, spears, and special skills (e.g., blasts of lightning) to kill enemies. Combat is highlighted by cries of pain, blood-splatter effects, and diminishing health bars. Camera angles allow players to view combat from distant and close-up perspectives. Cutscenes sometimes depict close-up angles of characters slashed or impaled; one cutscene depicts a soldier snapping an orc''s neck. The game contains instances of gore: a character wearing a necklace made of severed human hands; a war item (battle standard) decorated with severed heads."
Russian Subway Dogs,PlayStation 4,E10+,"Comic Mischief,Fantasy Violence,Use of Alcohol",No Interactive Elements,No Rating Summary
Shadows Over Loathing,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Crude Humor,Drug Reference,Fantasy Violence,Mild Blood,Mild Language,Mild Suggestive Themes,Use of Alcohol and Tobacco",No Interactive Elements,No Rating Summary
Agatha Christie - Murder on the Orient Express,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Mild Blood,Mild Language,Mild Violence",No Interactive Elements,"This is an adventure game in which players follow two detectives through murder investigations. Players assume the roles of Hercule Poirot and Joanna Locke as they interview suspects, collect clues, make deductions, and examine crime scenes/evidence. In addition to several references to murder, the game includes cutscenes depicting violent acts: a woman jumping from a moving train; a man throwing a punch in slow-motion. A handful of sequences prompt players to examine victims/corpses, one of which is depicted lying in a pool of blood, with several stab wounds. Blood also appears on a knife in one scene. The word “bastard” appears in the dialogue."
Devil Engine: Complete Edition,"PlayStation 5, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,No Rating Summary
Virche Evermore -ErroR: Salvation-,Nintendo Switch,M,"Blood,Language,Suggestive Themes,Violence",No Interactive Elements,"This is a visual novel in which players follow characters in the fictional country of Arpechele, where people are cursed to die by age 23. Some scenes depict still images and audio of characters stabbing themselves or slashing others with swords. Some still images depict children dying in a fire, with depictions of screaming and a wounded child. A handful of scenes depict rooms splattered with large blood stains. The game contains some suggestive material in the dialogue (e.g., ""Our tongues caressed each other""; “His hand gently found its way under my dress and up my back""; ""It took everything I had to comply with his sexual advances.”). The word “sh*t” appears in the game."
Risk of Rain Returns,"Windows PC, Nintendo Switch",T,"Drug Reference,Fantasy Violence,Mild Blood","Users Interact (PC,Switch)","This is a side-scrolling platformer game in which players assume the role of a crash survivor on an alien planet. Players traverse 2D environments while using tools and weapons (e.g., hammers, swords, blasters) to defeat small enemies (e.g., aliens, robots, bosses). Battles are accompanied by explosions, impact sounds, and screen-shaking effects. Enemies sometimes explode into small, red particles when defeated; still images can depict blood-like stains near alien corpses and on walls. During the course of the game, players can acquire a syringe that references drugs (e.g., “Contains vaccinations, antibiotics, pain killers, steroids, heroin, gasoline...very few men have actually died from overdosing from it”)."
Banishers: Ghosts of New Eden,"Windows PC, PlayStation 5, Xbox Series",T,"Blood and Gore,Language,Use of Alcohol and Tobacco,Violence",No Interactive Elements,"This is an adventure/role-playing game in which players assume the roles of Red and Antea, “Banishers” who can interact with ghosts. Players explore a puritan colony in 17th century North America, and help various characters investigate deaths, solve puzzles, and battle fantasy enemies. From a third-person perspective, players use swords and mystical attacks to kill enemies (e.g., wolves, evil ghosts, boss characters). Combat is highlighted by blood-splatter effects and cries of pain. A handful of environments depict human corpses and decaying animals; one scene depicts an eviscerated/mutilated rabbit impaled on a stick. The game contains instances of controlled substance use: a quest involving an alcoholic woman, with prolonged depictions of her drunk; a prolonged sequence depicting a man smoking a pipe. The word “sh*t” appears in the game."
L.O.L. Surprise!™ Roller Dreams Racing,Nintendo Switch,E,No Descriptors,No Interactive Elements,"This is a roller-skating racing game in which players race with characters across themed tracks. Players can earn Glitter Points in Single Races and a Grand Prix mode, obtaining stickers and character accessories."
