Game_Title,Consoles,ESRB_Rating,Content_Descriptors,Interactive_Elements,Content_Summary
Stray,"Xbox One, Xbox Series",E10+,"Animated Blood,Fantasy Violence",No Interactive Elements,"This is an adventure game in which players assume the role of a stray cat trying to escape a mysterious city. From a third-person perspective, players traverse alleyways, rooftops, and rooms while solving puzzles and interacting with robotic inhabitants. Players sometimes encounter parasitic blobs/mice-like bots that can attack and kill the cat. Players can access a UV light to defeat the mice-like bots, causing them to explode and emit splashes of colored liquid."
Everybody 1-2-Switch!,Nintendo Switch,E,"Alcohol Reference,Mild Violence",No Interactive Elements,"This is a collection of mini-games in which players form teams to engage in short interactive challenges. Players can engage in activities such as quiz shows, memory games, rhythm games, jump rope, and races. A handful of mini-games depict violent acts: throwing shuriken/ninja stars and deflecting them with a sword (no contact is depicted); striking opponents with a sword off-screen in a samurai duel; bumping bunny characters off a platform. An auction mini-game prompts players to bid on a bottle of wine, among several other items."
TOKOYO: The Tower of Perpetuity,Nintendo Switch,T,"Fantasy Violence,Suggestive Themes",No Interactive Elements,No Rating Summary
Destroy All Humans! 2 - Reprobed - Single Player,"PlayStation 4, Xbox One",T,"Animated Blood,Crude Humor,Language,Partial Nudity,Sexual Themes,Use of Drugs,Violence",No Interactive Elements,"This is an action game in which players assume the role of an alien (Crypto-138) seeking revenge on the KGB for destroying his mothership. As players explore open-world environments, they use futuristic blasters to electrocute, vaporize, and toss around mostly human enemies. Players can also use an anal probe to harvest human brains; splatters of green blood appear when brains are harvested or when heads pop off. Combat can be frenetic, highlighted by gunfire, explosions, and cries of pain. During the course of the game, players can listen to civilians'' inner thoughts, which sometimes contain sexual references (e.g., “If Steve tries to talk me into another threesome, I swear to God I''m gonna kick him in the nads”; “I hate being responsible for my own orgasm”; “I need some serious I and I—intoxication and intercourse”; “A park full o'' potheads, and you''re tellin'' me nobody here''s ever had erectile dysfunction?”). A background poster depicts a man with exposed buttocks. References to drugs occur in the dialogue, and characters can sometimes be seen smoking bongs, nearby cannabis plants. One area depicts a doorway resembling a giant sphincter, and characters are occasionally seen urinating outdoors. The words “sh*t” and “b*tch” are heard in dialogue."
Valthirian Arc: Hero School Story 2,"PlayStation 5, Nintendo Switch",E10+,"Fantasy Violence,Mild Language",No Interactive Elements,"This is a role-playing/simulation game in which players assume the role of a teacher training heroes in a special academy. Players collect resources, construct school buildings, and fight various creatures (e.g., slime, bison-like animals, ghosts). As players explore forest environments, they engage in turn-based combat, using swords and magic spells to deplete enemies'' health meters. Battles are highlighted by cries of pain, light effects, and impact sounds. The word “hell” appears in the game."
Marvel''s Guardians of the Galaxy,"PlayStation 4, PlayStation 5, Xbox One, Xbox Series",T,"Language,Mild Blood,Mild Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,"This is an adventure game in which players assume the role of Peter Quill, a half-human man that travels through space along with other Guardians of the Galaxy. Players can explore worlds, interact with characters, and battle fantastical creatures and boss characters. Players use various types of blasters/guns and melee attacks (e.g., punches, kicks) to attack/kill aliens that sometimes explode into colorful splatters of blood. Peter can also command the other Guardians to assist by using their swords, daggers, and explosives during combat. One cutscene depicts a character clutching a bloody wound. The game contains some suggestive material in the dialogue (e.g., “Your son is rather promiscuous...”; “So how do we impregnate it”; “Copulation with you was a capital offense…”); a handful of album covers and pinup posters depict female figures wearing revealing outfits (e.g., deep cleavage). During one sequence, characters comment on alcohol and alcoholic beverages as they navigate a room full of drunken aliens. The words “sh*tty” and “pr*ck” appear in dialogue."
Park Beyond,"Windows PC, PlayStation 5, Xbox Series",E,"Crude Humor,Mild Language","Users Interact (PC,Xbox Series,PlayStation 5)","This is a simulation game in which players build and manage theme parks. Players can construct various rides and attractions while ensuring that park guests remain happy. Sometimes guests can get sick, leaving puddles of white vomit on the ground. The text and dialogue also contain references to bathroom humor (e.g., ""...release of adrenalin in the brain, or urine in the underpants”; “...spooky from a distance...pantaloon-fillingly terrifying”). The word “hell” appears in the game."
Crime Boss: Rockay City,"PlayStation 5, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language,Suggestive Themes,Use of Drugs","Users Interact (Xbox Series,PlayStation 5)","This is a first-person shooter in which players compete for territory against rival gangs to become the top crime boss. Set in the fictional city of Rockay (similar to Miami), the game allows players to manage a crew and engage in criminal activities (e.g., robberies, bank heists, infiltrating enemy hideouts). Players use pistols, machine guns, shotguns, and rifles to shoot and kill rival gang members and police/SWAT teams in frenetic combat. Firefights are accompanied by realistic gunfire, cries of pain, and large blood-splatter effects. Players have the ability to kill civilians during heists, though this action may negatively affect players'' progress. A handful of sequences depict additional instances of intense violence and/or gore: a character bound and hung upside down and repeatedly struck by a weapon; dismembered limbs/body parts around a battlefield; a severed head thrown down a flight of stairs. The game contains brief suggestive material: a dancer gyrating her buttocks while holding onto a pole; a prison sequence in which a character states, “Hide the soap in the drain…They gonna f**king ride you homes.” The game depicts instances of drug use: characters snorting lines off-screen; a character swallowing a blue pill (implied to be ecstasy); some heist items include bricks of cocaine and large bags of pills. The words “f**k,” “sh*t,” and “c*cksucker” are heard in the game."
Cities: Skylines II,"Windows PC, PlayStation 5, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a city-management simulation game in which players can build and manage their ideal city. From a top-down perspective, players monitor various statistics while using planning skills to attract businesses, residents, and tourists."
Ghost Sync,"PlayStation 4, PlayStation 5",E10+,"Fantasy Violence,Suggestive Themes,Use of Alcohol","In-Game Purchases (PlayStation 4,PlayStation 5)",No Rating Summary
Greyhill Incident,PlayStation 5,M,"Blood,Strong Language,Violence",No Interactive Elements,"This is a horror adventure game in which players assume the role of a man (Ryan Baker) during an alien invasion of a farming town. From a first-person perspective, players explore and investigate areas (e.g., houses, barns, fields), solve puzzles, and interact with town residents over a walkie talkie. Players can overhear gunshots and alien abductions over the airwaves and can encounter injured residents. As the story progresses, players can obtain a pistol which can be used to defend against the alien invaders; blood-splatter effects are depicted as aliens are shot and killed. Some environments also depict dead cows covered in blood. The words “f**k” and “sh*t” are heard in the game."
Killer Frequency,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",T,"Language,Mild Blood,Violence",No Interactive Elements,"This is a horror-adventure game in which players assume the role of a late-night radio host (Forest Nash) who takes calls while a serial killer stalks a town. From a first-person perspective, players run the radio switchboard and make dialogue choices to help callers deal with dangerous situations (e.g., navigate a maze, helping a stabbing victim). Some choices lead to callers screaming as they are electrocuted, shot, or killed on the air. In one visual sequence, players'' character is repeatedly stabbed with a blood-stained knife. The words “sh*t” and “a*shole” are heard in the game."
We Love Katamari REROLL+ Royal Reverie,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,"Alcohol Reference,Comic Mischief,Mild Fantasy Violence",No Interactive Elements,"This is an adventure game in which players help a prince rebuild stars and constellations for the King of the Cosmos. Players roll a large ball (katamari) around whimsical stages, picking up items (e.g., household objects, food, animals, people) along the way. During some sequences, players encounter policemen that shoot pistols at the katamari (no injuries occur); one cutscene depicts a brief boxing match, with a slow-motion knockout punch. In one sequence, a clothed man is seen squatting over a toilet (e.g., text reads, “...trying to work out a way to fart without making any sound.”). Beer bottles and crates appear in some levels."
Witchcrafty,"PlayStation 4, PlayStation 5",E10+,"Alcohol Reference,Fantasy Violence,Mild Language",No Interactive Elements,No Rating Summary
Sword and Fairy: Together Forever,"PlayStation 4, PlayStation 5",T,"Blood,Language,Use of Alcohol,Violence",No Interactive Elements,"This is an action role-playing game in which players follow a group of heroes trying to unravel a mystery surrounding events in an ancient mythological world. From a third-person perspective, players explore human, demon, and deity realms while battling human and fantastical enemies in melee combat. Players mostly use swords, axes, and maces to kill enemy soldiers, demons, mythological creatures, and giant animals. Some characters also use magical attacks. Cutscenes can depict characters being sliced or impaled by blades, resulting in brief but dramatic slow-motion blood splashes. One sequence gives players a choice to kill or spare a criminal; the killing occurs off-camera. Several scenes depict drunk characters swaying, slurring, or hiccupping while discussing wine or spirits. The words “bullsh*t” and “pr*ck” appear in the game."
CONV/RGENCE: A League of Legends Story,Windows PC,T,"Fantasy Violence,Language",No Interactive Elements,"This is an action-adventure game in which players control a boy genius trying to solve a mystery about an explosion. From a 2D side-scrolling perspective, players traverse futuristic cities and underground locations while using a sword-like bat to battle enemies (e.g., robots, creatures, humans, boss characters). Some characters use blaster-like weapons and oversized missiles/grenades; fighting is highlighted by impact sounds, cries of pain, small explosions, and gunfire. The words “sh*t” and “d*ck” appear in the dialogue."
Hyper Gunsport,"PlayStation 4, PlayStation 5, Nintendo Switch",E,Use of Tobacco,No Interactive Elements,"This is a sports/action game in which players can participate in matches of futuristic volleyball-like games. Players use blasters to shoot the ball into opponents'' goals. During the course of the game, a handful of characters can be seen smoking pipes, or cigarettes in the background."
The Legend of Nayuta: Boundless Trails,"Windows PC, PlayStation 4, Nintendo Switch",E10+,"Alcohol Reference,Fantasy Violence,Language,Suggestive Themes,Use of Tobacco",No Interactive Elements,"This is an action-role-playing game in which players assume the role of an explorer searching for artifacts in a fantasy world. Players traverse platform environments, interact with townspeople, and battle fantastical creatures (e.g., trees, monstrous plants, large parrots). Boss fights sometimes involve one-on-one fights, with characters using swords and magic/elemental attacks to deplete opponents'' health bars. One cutscene briefly depicts a character stabbed by a sword-like beam of light. Some female characters wear revealing outfits (e.g., capes/tops that expose deep cleavage). One sequence prompts players to obtain fruit for making wine.; another cutscenes depicts a ship captain smoking a cigar. The word “bastard” appears in the game."
Q.U.B.E. 10th Anniversary,"PlayStation 4, PlayStation 5, Nintendo Switch",E,"Mild Language,Mild Violence",No Interactive Elements,No Rating Summary
Absolute Tactics: Daughters of Mercy,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood and Gore,Violence",No Interactive Elements,No Rating Summary
Mayhem Brawler,PlayStation 5,T,"Blood,Language,Sexual Themes,Violence",No Interactive Elements,No Rating Summary
Psikyo Shooting Library Vol. 2,PlayStation 4,T,"Fantasy Violence,Mild Blood,Suggestive Themes",No Interactive Elements,"This is a collection of six classic 2D scrolling shooters. Players control planes/spaceships and samurai characters through levels of side- or vertical-scrolling levels of enemies and boss characters. Players shoot various weapons (e.g., lasers, machine guns, missiles, shuriken, bursts of energy) at enemy planes, ground vehicles, demons, UFOs, and other creatures resulting in varying levels of explosions. One cutscene briefly depicts a character with blood on his face. Some female characters are depicted wearing low-cut tops that reveal large amounts of cleavage."
Koumajou Remilia: Scarlet Symphony,Nintendo Switch,T,"Fantasy Violence,Mild Blood,Use of Alcohol",No Interactive Elements,No Rating Summary
You Suck at Parking,"PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One, Xbox Series",E,Comic Mischief,No Interactive Elements,"This is an action/racing game in which players guide small cars around obstacle courses to park first in spots. From a top-down perspective, players drive around barriers and zoom across gaps while avoiding walls. Among dozens of customization options, players can add a brown poo coil to the top of their car."
Rhapsody: Marl Kingdom Chronicles,"PlayStation 5, Nintendo Switch",T,"Crude Humor,Fantasy Violence,Mild Blood,Suggestive Themes",No Interactive Elements,"This is a compilation of two role-playing games in which players follow the stories and adventures of royal family members. As players explore environments and perform tasks, they can engage in turn-based battles against fantastical enemies (e.g., toads, cat creatures, fairies, robots). Players use swords, guns, spells, and melee attacks to defeat enemies. In one sequence, some characters are seen with small amounts of blood on their clothing and/or pooling beneath them; a dead body is also depicted on the ground. A handful of female characters are designed with revealing outfits (e.g., deep cleavage), and breasts that jiggle during combat and cutscenes. The dialogue also contains some suggestive material (e.g., “I would love to paint a portrait of you au naturel sometime, Princess.”). The game contains instances of crude humor: ice cream being made with cat feces (e.g., “Why do I have to be the one that ate cat poop…!?""); a character vomiting white liquid."
Psikyo Shooting Library Vol. 1,PlayStation 4,E10+,"Fantasy Violence,Mild Language",No Interactive Elements,"This is a compilation of 2D arcade-style shooters in which players control small planes or flying warriors through fantasy or military-themed levels. From a largely top-down perspective, games depict small planes shooting projectiles (e.g., lasers, bullets) at waves of enemy vehicles (e.g., aircraft, mechs, battleships); other games depict flying figures using swords and magic to defeat monsters and bosses. Combat is highlighted by frequent gunfire and small explosions. The word ""hell"" appears in the game (e.g., “He must be heading to Hell Island!”)."
R-Type Final 3 Evolved,PlayStation 5,E10+,"Animated Blood,Fantasy Violence",Users Interact (PlayStation 5),"This is an arcade-style space shooter in which players pilot a spacecraft to defend Earth from an alien armada. From a side-scrolling perspective, players use lasers, bombs, and missiles to destroy enemy ships and bosses. Some organic enemies emit splashes of purple blood before exploding amid a mist-like effect. Battles are frenetic and accompanied by large explosions, screen-shaking effects, and constant laser-fire."
Wayfinder,Windows PC,T,Fantasy Violence,Users Interact (PC)In-Game Purchases (PC),"This is an action-adventure game in which players assume the roles of adventurers as they battle to push back evil forces in a fantasy kingdom. From a third-person perspective, players traverse ancient ruins and enemy strongholds to complete quests and battle fantastical creatures (e.g., goblins, giant spiders, slimes). Players use blades and swords to defeat enemy creatures in melee-style combat. Battles are frenetic, accompanied by impact sounds, screen-shaking effects, and bursts of light. A handful of quests allow players to target specific creatures/bosses, involving more protracted combat with larger creatures and/or hordes of enemies."
Tomb Raider: Anniversary,"Macintosh, Windows PC, Xbox 360",T,"Mild Suggestive Themes,Violence",No Interactive Elements,No Rating Summary
Rise of the Tomb Raider: 20 Year Celebration,PlayStation 4,M,"Blood and Gore,Intense Violence,Strong Language",Online Interactions Not Rated by the ESRB (PlayStation 4),"This is an action-adventure game in which players assume the role of Lara Croft, an explorer searching for an ancient artifact. From a third-person perspective, players use pistols, shotguns, knives, and explosives to battle various enemies (e.g., soldiers, animals, ancient warriors). Players use stealth kills (e.g., stabbing enemies in the neck, cutting enemies'' throats, strangling) to dispatch unsuspecting soldiers. Battles can be frenetic, with realistic gunfire, cries of pain, explosions, and large splashes of blood. Some sequences show Lara getting shot, beaten, or dramatically impaled by swords/spiked traps. One area depicts a horde of corpses burned and disfigured by a fire; severed limbs and heads are occasionally shown on the ground. The words “f**k” and “sh*t” can be heard in the dialogue."
Legacy of Kain: Defiance,Windows PC,M,"Blood and Gore,Intense Violence",No Interactive Elements,No Rating Summary
Shin chan: Me and the Professor on Summer Vacation -The Endless Seven-Day Journey-,"PlayStation 4, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,"This is an adventure game in which players assume the role of a boy on a summer vacation with his family. Players explore an open-world town, interact with characters, and occasionally engage in turn-based battles with neighborhood children (Dinosaur Battle). Players choose attacks representing rock, paper, or scissors, watching their dinosaur perform the actions—smacking sounds and small explosions are depicted."
Call of Duty®: Modern Warfare® II,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language,Suggestive Themes,Use of Drugs","Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a first-person shooter, set in the Call of Duty universe, in which players engage in a variety of multiplayer combat events (e.g., battle royale, plunder-style skirmishes/DMZ). Players use machine guns, shotguns, sniper rifles, and explosives to kill enemy soldiers in frenetic combat. Battles are highlighted by realistic gunfire, screams of pain, blood-splatter effects, and explosions. A handful of weapons/attacks result in decapitation/dismemberment. Finishing moves sometimes depict dramatic stabbings and headshots, with close-up blood and gore effects. The game includes a finishing move in which marijuana smoke from a bong can be forced into an opponent''s face; badges/banners and character outfits also depict cannabis and/or smoking figures. A red-light district depicts neon signs with female figures advertising “Live Sex Theater”; other signs reference lingerie, aphrodisiacs, and fetish/S&M costumes. The words “f**k” and “sh*t” appear in the game."
Call of Duty®: Warzone™ 2.0,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Intense Violence,Strong Language,Use of Drugs","Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a first-person shooter in which players assume the roles of special forces units/members pursuing terrorist threats. Players engage in combat missions (e.g., stealth, skirmishes, extractions), using machine guns, sniper rifles, knives, and grenades to kill enemy soldiers/combatants. Combat is frenetic, highlighted by realistic gunfire, explosions, cries of pain, and blood-splatter effects. One sequence depicts captured soldiers tied to chairs while being interrogated; captors may aim and shoot a pistol directly at the camera/character''s face. During multiplayer events, players can perform finishing moves that depict characters stabbed repeatedly or shot in the head at close range; blood and gore effects often accompany these sequences. The game includes a finishing move in which marijuana smoke from a bong can be forced into an opponent''s face; badges/banners and character outfits also depict cannabis and/or smoking figures. The words “f**k” and “sh*t” appear in the game."
Wytchwood,"PlayStation 4, PlayStation 5",E10+,"Crude Humor,Fantasy Violence,Mild Blood,Mild Language,Use of Alcohol",No Interactive Elements,No Rating Summary
The Mageseeker: A League of Legends Story,Windows PC,T,"Animated Blood,Fantasy Violence,Language",No Interactive Elements,"This is an action-adventure game in which players control an escaped prisoner seeking revenge in a fantasy kingdom. From a top-down perspective, players explore terrain while fighting various enemies (e.g., soldiers/guards, mutated mages, boss characters) in melee-style combat. Players use magical chains to traverse platforms and fight enemies; combat is highlighted by cries of pain, light effects, and dwindling health bars. A handful of scenes depict small splatters of purple or blue blood on floors. The word “sh*t” appears in the game."
System of Souls,PlayStation 5,T,"Drug Reference,Fantasy Violence",No Interactive Elements,No Rating Summary
Disney Illusion Island,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,"This is an adventure platformer in which players assume the roles of Mickey Mouse and friends as they retrieve stolen magical tomes. From a side-scrolling perspective, players explore 2D levels, solve puzzles, and avoid various enemies (e.g., cacti, plants, fantastical creatures). Players defeat bosses by performing a series of platforming objectives to drop large objects onto bosses'' heads."
Pretty Princess Magical Garden Island,Nintendo Switch,E,Alcohol Reference,No Interactive Elements,"This is a farming simulation game in which players help a princesses cultivate crops, raise livestock, and explore an island. Players can raise their Happiness Level by performing tasks for characters, allowing them to unlock more items (e.g., crops, costumes, recipes). During the course of the game, players can craft wine from grapes and use wine barrels/bottles as decor items."
Ghostwire: Tokyo,Xbox Series,T,"Language,Violence",No Interactive Elements,"This is an action-adventure game in which players assume the role of a man facing off against a supernatural threat in Tokyo. From a first-person perspective, players explore the spirit world, collect mystical items, and battle various ghosts and demons in frenetic combat. Players use spells, talismans, and blasts of energy to defeat the spirits. A handful of ghosts wield machetes or giant scissors while menacing player''s character. Combat is highlighted by cries of pain and explosive light effects. One cutscene depicts the aftermath of a road accident, with several corpses lying on the ground. The words “sh*t,” “a*shole,” and “pr*ck” appear in the game."
Marvel''s Guardians of the Galaxy,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",T,"Language,Mild Blood,Mild Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,"This is an adventure game in which players assume the role of Peter Quill, a half-human man that travels through space along with other Guardians of the Galaxy. Players can explore worlds, interact with characters, and battle fantastical creatures and boss characters. Players use various types of blasters/guns and melee attacks (e.g., punches, kicks) to attack/kill aliens that sometimes explode into colorful splatters of blood. Peter can also command the other Guardians to assist by using their swords, daggers, and explosives during combat. One cutscene depicts a character clutching a bloody wound. The game contains some suggestive material in the dialogue (e.g., “Your son is rather promiscuous...”; “So how do we impregnate it”; “Copulation with you was a capital offense…”); a handful of album covers and pinup posters depict female figures wearing revealing outfits (e.g., deep cleavage). During one sequence, characters comment on alcohol and alcoholic beverages as they navigate a room full of drunken aliens. The words “sh*tty” and “pr*ck” appear in dialogue."
Thief: Deadly Shadows,Windows PC,M,"Blood,Violence",No Interactive Elements,No Rating Summary
Thats My Family: Family Fun Night,Nintendo Switch,E,Mild Fantasy Violence,No Interactive Elements,This is a collection of mini-games in which family members compete against each other in classic and whimsical challenges. A handful of games depict fantastical violence: chess figures briefly striking each other when a piece is taken; players using trebuchets to fling stones at a castle—small figures can be seen falling from the castle.
Sherlock・Hidden Object Mystery,Windows PC,E10+,"Alcohol Reference,Mild Blood,Mild Violence,Use of Tobacco",Users Interact (PC)In-Game Purchases (PC),"This is a hidden-object adventure game in which players follow Sherlock Holmes and Dr. Watson as they chase a villain through a magical library. Players solve puzzles, engage in match-three challenges, and search for specific items among screens of jumbled objects. Cutscenes depict brief instances of violence (e.g., a man holding a gun to a woman''s head). Among dozens of collectible items, a bloodstained letter can be obtained. Holmes is often depicted holding a smoking pipe. A challenge called “Drunken First Mate” contains dialogue about a “drunkard,” while a book references the “ravings of a drunk lunatic”; brandy, sherry, and rum are also mentioned in the dialogue."
Meet Your Maker,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",M,"Blood and Gore,Violence","Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a first-person shooter in which players raid and/or protect outposts to collect resources on a post-apocalyptic planet. Players must avoid traps and use futuristic weapons (e.g., plasma bows and swords) to kill mutant guards and invaders in frenetic combat. Battles are accompanied by realistic gunfire, large explosions, and cries of pain. Some attacks can result in dismemberment, causing large blood stains and body parts to appear in the environment."
Skautfold: Shrouded in Sanity,"PlayStation 5, Nintendo Switch",M,"Blood and Gore,Sexual Themes,Violence",No Interactive Elements,No Rating Summary
Medieval Dynasty Digital Collector’s Edition,Windows PC,T,"Blood,Mild Language,Suggestive Themes,Use of Alcohol,Violence",No Interactive Elements,No Rating Summary
A Boy and His Blob: Retro Collection,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch",E,No Descriptors,No Interactive Elements,"This is a collection of two adventure platformers in which players assume the role of a boy and his blob as they traverse different environments. From a side-scrolling perspective, players explore 2D levels and solve puzzles by using jellybeans to transform the blob into various objects (e.g., ladders, trampolines, bridges)."
Rune Factory 3 Special ''Golden Memories Edition'',Nintendo Switch,T,"Fantasy Violence,Mild Suggestive Themes,Use of Alcohol",No Interactive Elements,"This is a role-playing game in which players assume the role of an amnesiac fighter trying to settle disputes between humans and monsters. Players explore environments (e.g., towns, dungeons, forests), interact with characters, complete missions, (e.g., resource gathering, farming), and battling various monsters (e.g., goblins, mushrooms, giant spiders). Characters use swords, axes, and magic attacks to defeat monsters in melee combat; battles are highlighted by impact sounds, dwindling health bars/hit points, and screen-shaking effects. Some female characters are depicted in swimsuits that reveal moderate amounts of cleavage; the dialogue contains some innuendo (e.g., “Ahem! My eyes are up here“; ""I wasn''t ogling you”; ""You aren''t...getting up to anything too kinky...""). During the course of the game, players can obtain and give bottles of wine, causing recipients/players'' character to fall asleep after drinking."
Star Wars: Tales from the Galaxy''s Edge - Enhanced Edition,PlayStation 5,T,Violence,No Interactive Elements,"This is a first-person adventure game in which players complete various missions in the Star Wars universe. One mission allows players to assume the role of an assassin droid that is given a target to kill. Other missions involve fire fights, with players exchanging blaster-fire with enemies (e.g., pirates, stormtroopers). Gameplay also depicts light-saber battles and use of force powers (e.g., telekinesis, force lightning), as players throw enemies around and cut small creatures in half (no blood depicted). In one section, players use a large machine-gun turret to shoot enemies. Combat is highlighted by futuristic gunfire, explosions, and cries of pain."
Werewolf: The Apocalypse – Heart of the Forest,"PlayStation 4, Nintendo Switch",M,"Blood and Gore,Drug Reference,Strong Language,Violence",No Interactive Elements,"This is a visual novel in which players assume the role of a woman (Maia) trying to learn more about her ancestry in the wilderness of modern Europe. As players progress through the story, they make dialogue and action choices that influence the outcome; some choices involve attacking other characters as a werewolf. Game text describes heads bitten off and arms torn from victims. Still images can depict corpses impaled on spikes, stylized blood splatters, and severed heads. One scene describes characters smoking marijuana (e.g., ""I took the blunt""; ""Then the weed hit me.""). The words “f**k” and “sh*t” appear in the game."
Samba de Amigo : Party Central,Nintendo Switch,E,Mild Lyrics,In-Game Purchases (Switch),"This is a music-rhythm game in which players swing maracas along with various songs to earn points. Players score points by accurately timing swings to the beat. Some song lyrics contain references to alcohol (e.g., “...brush my teeth with a bottle of Jack”; “Tryna get a little bit tipsy”), and suggestiveness (e.g., “Years go by I''m lookin'' through a girly magazine...Angel is the centerfold”). The word “hell” is also heard in one song."
RayStorm x RayCrisis HD Collection,"PlayStation 4, Nintendo Switch",E10+,Fantasy Violence,No Interactive Elements,"This is a collection of arcade-style shooters in which players pilot flying crafts through levels of enemies and bosses. From a mostly top-down perspective, players fly around obstacles while shooting various projectiles (e.g., lasers, missiles, blasts of fire) at enemy craft, robots, tanks, and bosses. One boss figure also slashes players with a sword-like weapon. Gameplay is highlighted by frequent futuristic gunfire and explosions."
GOODBYE WORLD,"PlayStation 4, PlayStation 5, Nintendo Switch",E,Mild Fantasy Violence,No Interactive Elements,No Rating Summary
Kung Fury: Street Rage - Ultimate Edition,"Windows PC, PlayStation 4, PlayStation 5, Nintendo Switch, Xbox One",T,"Blood and Gore,Language,Violence",No Interactive Elements,"This is an arcade-style action game, based on the movie Kung Fury, in which players control characters that battle Nazis and try to save the world. Players traverse through 2D environments while battling enemies in melee/”beat-''em-up”-style combat. Players mostly punch and kick enemies, while also using special attacks (e.g., electrocution) and weapons (e.g., Viking axe, gatling gun). Fighting is highlighted by impact sounds, occasional gunfire, and blood-splatter effects. Some attacks cause enemies to explode into small body parts that quickly disappear. The word “sh*t” appears in the game."
Barton Lynch Pro Surfing,"Windows PC, PlayStation 5, Xbox Series",E,No Descriptors,No Interactive Elements,"This is a sports simulation game in which players can surf in various locations around the world. While improving various skills, players can compete in surfing tournaments against real-world champions."
Synth Riders Remastered,PlayStation 5,T,Lyrics,Users Interact (PlayStation 5)In-Game Purchases (PlayStation 5),"This is a VR dancing/rhythm game in which players move in time with various songs in order to earn points. Players match their movements to the beat while hitting ball-like objects streaming towards the camera. Song lyrics contain the words “sh*t” and “p*sses me off,” as well as occasional references to alcohol (e.g., “Drank too much wine, spent dreary nights alone”)."
GYLT,"Windows PC, Stadia",T,"Fantasy Violence,Mild Blood",No Interactive Elements,"This is a puzzle adventure game in which players assume the role of a young girl searching for her missing cousin in an abandoned mining town. As players explore the dark town and its alternate world, they must battle monsters and boss characters along the way. Players use a flashlight and a fire extinguisher to destroy monsters; players can also employ stealth tactics, sneaking up on enemies and defeating them at close range. During the course of the game, eyeball tentacles emit splashes of blood-like fluid; some levels depict statues with red dust/stains on the floor, evocative of blood. Boss battles depict more protracted combat, sometimes involving small children in peril (e.g., a young girl screaming while tied up and menaced by a monster)."
Venture Valley,"Macintosh, Windows PC",E,No Descriptors,No Interactive Elements,"This is a simulation game in which players build business empires while trying to earn the highest revenue. As players set up various businesses (e.g., dog walking, coffee shop, matchmaking movie theater), they can use action cards to beat out other opponents'' business."
Hidden City: Hidden Object,Windows PC,E,"Alcohol Reference,Mild Blood,Use of Tobacco",Users Interact (PC)In-Game Purchases (PC),"This is a hidden-object adventure game in which players investigate a secret society searching for mysterious portals. Players mostly solve puzzles and search for specific items among screens of jumbled objects. In a few instances, werewolves are depicted with small bloody scratches. A handful of sequences prompt players to search for alcohol products (e.g., wine, beer, whiskey); one character is seen holding a glass of wine. A photo briefly depicts figures smoking cigarettes and cigars."
Monster Energy Supercross - The Official Videogame 6,"Windows PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series",E,No Descriptors,"Users Interact (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)In-Game Purchases (PC,PlayStation 4,Xbox One,Xbox Series,PlayStation 5)","This is a racing game in which players compete in dirt-bike races in the Supercross Championship series. Players can select real-world riders and race in various events/modes (e.g., Time Attack, Career Mode)."
Risk System,Nintendo Switch,E10+,"Fantasy Violence,Mild Blood",No Interactive Elements,No Rating Summary
Buddy Simulator 1984,"PlayStation 4, PlayStation 5, Nintendo Switch",T,"Blood,Fantasy Violence",No Interactive Elements,No Rating Summary
